dataset,val_uid,train_uid,similarity,train_correct_judge,train_correct_extracted,baseline_correct,reflection_correct_simple,reflection_injected_simple,reflection_correct_complex,reflection_injected_complex
aqua,aqua-validation-000137,aqua-train-047620,0.9950352311134338,False,False,True,True,True,True,True
aqua,aqua-validation-000138,aqua-train-054850,0.7790338397026062,True,True,True,False,True,False,True
aqua,aqua-validation-000139,aqua-train-072257,0.6532742381095886,True,True,True,True,True,True,True
aqua,aqua-validation-000140,aqua-train-083843,0.6287398338317871,False,False,False,True,True,True,True
aqua,aqua-validation-000141,aqua-train-063087,0.6314862370491028,True,,True,True,True,False,True
aqua,aqua-validation-000142,aqua-train-036918,0.9999995231628418,True,,True,True,True,True,True
aqua,aqua-validation-000143,aqua-train-046902,0.7365702390670776,True,True,True,False,True,False,True
aqua,aqua-validation-000144,aqua-train-015220,0.6561340093612671,True,,True,True,True,True,True
aqua,aqua-validation-000145,aqua-train-013909,0.814631998538971,True,True,True,True,True,True,True
aqua,aqua-validation-000146,aqua-train-088200,0.6762346625328064,True,True,False,True,True,False,True
aqua,aqua-validation-000147,aqua-train-063217,0.6728818416595459,True,,True,True,True,True,True
aqua,aqua-validation-000148,aqua-train-050054,0.7670127153396606,False,,True,True,True,True,True
aqua,aqua-validation-000149,aqua-train-077267,1.0,True,True,True,True,True,True,True
aqua,aqua-validation-000150,aqua-train-065067,0.7090616226196289,True,True,True,True,True,True,True
aqua,aqua-validation-000151,aqua-train-038414,0.9057082533836365,True,True,False,True,True,True,True
aqua,aqua-validation-000152,aqua-train-008852,1.0000001192092896,False,,True,True,True,True,True
aqua,aqua-validation-000153,aqua-train-038009,1.000000238418579,True,,True,True,True,False,True
aqua,aqua-validation-000154,aqua-train-002869,0.7810931205749512,False,,True,True,True,True,True
aqua,aqua-validation-000155,aqua-train-007682,0.659197211265564,True,True,True,False,True,True,True
aqua,aqua-validation-000156,aqua-train-008706,0.8351842164993286,False,False,True,True,True,True,True
aqua,aqua-validation-000157,aqua-train-040311,0.6751958131790161,,,True,True,False,True,False
aqua,aqua-validation-000158,aqua-train-046719,0.8928422927856445,,,True,True,False,True,False
aqua,aqua-validation-000159,aqua-train-094532,0.6881698966026306,True,,False,False,True,False,True
aqua,aqua-validation-000160,aqua-train-019835,0.7404863238334656,True,True,True,True,True,False,True
aqua,aqua-validation-000161,aqua-train-091880,0.680295467376709,True,,True,True,True,True,True
aqua,aqua-validation-000162,aqua-train-039101,0.6065604090690613,True,,False,True,True,True,True
aqua,aqua-validation-000163,aqua-train-017168,0.6667733788490295,True,,True,True,True,True,True
aqua,aqua-validation-000164,aqua-train-038772,0.660082995891571,True,True,True,True,True,True,True
aqua,aqua-validation-000165,aqua-train-019263,0.7032848596572876,True,True,True,False,True,False,True
aqua,aqua-validation-000166,aqua-train-001015,0.7173638343811035,True,True,False,,True,True,True
aqua,aqua-validation-000167,aqua-train-033800,0.7034401297569275,True,True,True,True,True,,True
aqua,aqua-validation-000168,aqua-train-076308,0.9318768978118896,True,True,True,True,True,True,True
aqua,aqua-validation-000169,aqua-train-076811,0.7281869053840637,True,,True,True,True,True,True
aqua,aqua-validation-000170,aqua-train-080369,0.8506519198417664,True,True,False,True,True,True,True
aqua,aqua-validation-000171,aqua-train-064253,0.8637095093727112,True,True,False,True,True,False,True
aqua,aqua-validation-000172,aqua-train-090337,0.9909792542457581,True,True,True,True,True,,True
aqua,aqua-validation-000173,aqua-train-032150,0.9961068034172058,True,True,True,True,True,True,True
aqua,aqua-validation-000174,aqua-train-002313,0.7591712474822998,False,,True,True,True,True,True
aqua,aqua-validation-000175,aqua-train-074784,0.6653063893318176,,,True,True,False,True,False
aqua,aqua-validation-000176,aqua-train-011286,0.5687024593353271,True,True,False,True,True,True,True
aqua,aqua-validation-000177,aqua-train-038501,0.7076072692871094,True,True,True,True,True,True,True
aqua,aqua-validation-000178,aqua-train-055134,0.6930606961250305,False,True,True,True,True,True,True
aqua,aqua-validation-000179,aqua-train-089806,0.6722097992897034,True,,True,True,True,True,True
aqua,aqua-validation-000180,aqua-train-051274,0.9992674589157104,False,False,True,False,True,False,True
aqua,aqua-validation-000181,aqua-train-026988,0.6118188500404358,True,True,True,True,True,True,True
aqua,aqua-validation-000182,aqua-train-092649,0.5782992839813232,True,True,True,False,True,False,True
aqua,aqua-validation-000183,aqua-train-050857,0.5870547890663147,True,,True,True,True,True,True
aqua,aqua-validation-000184,aqua-train-042159,0.663738489151001,True,,False,False,True,False,True
aqua,aqua-validation-000185,aqua-train-026571,0.9994171857833862,True,,True,True,True,True,True
aqua,aqua-validation-000186,aqua-train-083550,0.9958859086036682,True,True,,,True,True,True
aqua,aqua-validation-000187,aqua-train-053848,0.8164178133010864,True,True,True,True,True,False,True
aqua,aqua-validation-000188,aqua-train-073674,0.9648400545120239,,,,True,False,True,False
aqua,aqua-validation-000189,aqua-train-050449,1.0000001192092896,True,True,True,True,True,True,True
aqua,aqua-validation-000191,aqua-train-039816,0.6808688640594482,True,True,True,True,True,True,True
aqua,aqua-validation-000192,aqua-train-015433,0.9394533038139343,True,True,True,True,True,True,True
aqua,aqua-validation-000193,aqua-train-085093,0.7416948676109314,True,True,True,False,True,True,True
aqua,aqua-validation-000194,aqua-train-012079,0.771834671497345,True,,False,True,True,True,True
aqua,aqua-validation-000195,aqua-train-083925,0.9951359629631042,True,True,True,True,True,True,True
aqua,aqua-validation-000196,aqua-train-007475,0.811908483505249,True,True,True,True,True,True,True
aqua,aqua-validation-000197,aqua-train-057287,0.6073071360588074,True,True,True,False,True,False,True
aqua,aqua-validation-000198,aqua-train-012855,0.6826069951057434,True,True,False,True,True,False,True
aqua,aqua-validation-000199,aqua-train-082525,0.6721962094306946,True,,,True,True,False,True
aqua,aqua-validation-000200,aqua-train-095352,0.7719384431838989,True,True,True,True,True,True,True
aqua,aqua-validation-000201,aqua-train-080142,0.889895498752594,True,True,False,False,True,False,True
aqua,aqua-validation-000202,aqua-train-092702,0.5873316526412964,True,True,True,True,True,True,True
aqua,aqua-validation-000203,aqua-train-079674,0.7587222456932068,False,False,False,False,True,True,True
aqua,aqua-validation-000204,aqua-train-017939,0.7375026345252991,True,,False,True,True,True,True
aqua,aqua-validation-000205,aqua-train-017475,0.7727417349815369,False,,True,True,True,True,True
aqua,aqua-validation-000206,aqua-train-064747,0.7520092129707336,True,True,True,True,True,True,True
aqua,aqua-validation-000207,aqua-train-085218,0.8672261834144592,True,True,True,True,True,True,True
aqua,aqua-validation-000208,aqua-train-085218,0.797900915145874,True,True,True,True,True,True,True
aqua,aqua-validation-000209,aqua-train-030280,0.9917697906494141,True,,True,True,True,True,True
aqua,aqua-validation-000210,aqua-train-027953,0.8204907178878784,True,True,True,True,True,True,True
aqua,aqua-validation-000211,aqua-train-041152,0.7931187748908997,False,False,True,True,True,True,True
aqua,aqua-validation-000212,aqua-train-016411,0.661645233631134,True,,True,True,True,True,True
aqua,aqua-validation-000213,aqua-train-063858,0.7181138396263123,True,True,True,True,True,True,True
aqua,aqua-validation-000214,aqua-train-005598,1.0000003576278687,True,,False,,True,False,True
aqua,aqua-validation-000215,aqua-train-023623,0.6081307530403137,True,True,False,False,True,False,True
aqua,aqua-validation-000216,aqua-train-018935,0.8356544375419617,True,,True,True,True,True,True
aqua,aqua-validation-000217,aqua-train-063600,1.000000238418579,True,True,True,False,True,True,True
aqua,aqua-validation-000218,aqua-train-092844,0.798332154750824,True,,False,False,True,True,True
aqua,aqua-validation-000219,aqua-train-005115,0.887576162815094,True,True,True,True,True,True,True
aqua,aqua-validation-000220,aqua-train-020783,0.6248193383216858,False,,False,True,True,True,True
aqua,aqua-validation-000221,aqua-train-077982,0.681148111820221,True,True,True,True,True,True,True
aqua,aqua-validation-000222,aqua-train-036595,1.0,,,True,True,False,True,False
aqua,aqua-validation-000223,aqua-train-017025,0.9147911667823792,True,,False,True,True,False,True
aqua,aqua-validation-000224,aqua-train-075246,0.6475012898445129,True,True,True,True,True,True,True
aqua,aqua-validation-000225,aqua-train-094099,0.9952176809310913,True,True,True,True,True,True,True
aqua,aqua-validation-000226,aqua-train-071569,0.9961724281311035,True,True,False,True,True,False,True
aqua,aqua-validation-000227,aqua-train-058752,0.8162868618965149,True,True,False,True,True,True,True
aqua,aqua-validation-000228,aqua-train-061900,0.6144502758979797,,True,False,False,False,False,False
aqua,aqua-validation-000229,aqua-train-037340,0.5757139921188354,False,False,True,True,True,True,True
aqua,aqua-validation-000230,aqua-train-071376,0.693452775478363,True,True,True,True,True,True,True
aqua,aqua-validation-000231,aqua-train-059583,0.7232293486595154,True,True,False,,True,True,True
aqua,aqua-validation-000232,aqua-train-045192,0.8135339617729187,True,True,True,True,True,True,True
aqua,aqua-validation-000233,aqua-train-038501,0.6098592281341553,True,True,True,False,True,True,True
aqua,aqua-validation-000234,aqua-train-004700,0.7817583084106445,True,,True,True,True,True,True
aqua,aqua-validation-000235,aqua-train-017194,0.6966575384140015,True,True,True,False,True,True,True
aqua,aqua-validation-000236,aqua-train-052021,0.6365417242050171,True,True,True,True,True,True,True
aqua,aqua-validation-000237,aqua-train-094086,0.6115403771400452,False,False,True,True,True,True,True
aqua,aqua-validation-000238,aqua-train-083668,0.6873511075973511,True,,False,True,True,True,True
aqua,aqua-validation-000239,aqua-train-036401,0.6660789847373962,True,,True,True,True,True,True
aqua,aqua-validation-000240,aqua-train-072294,0.9852281212806702,True,True,True,True,True,,True
aqua,aqua-validation-000241,aqua-train-032840,0.9590802192687988,True,True,True,True,True,True,True
aqua,aqua-validation-000242,aqua-train-042470,0.9081670045852661,True,True,True,True,True,True,True
aqua,aqua-validation-000243,aqua-train-095698,0.5963408350944519,False,,True,False,True,False,True
aqua,aqua-validation-000244,aqua-train-001073,0.7588383555412292,True,True,False,True,True,True,True
aqua,aqua-validation-000245,aqua-train-050216,0.7539783716201782,True,True,True,True,True,True,True
aqua,aqua-validation-000246,aqua-train-076546,0.8155902624130249,True,True,True,False,True,False,True
aqua,aqua-validation-000247,aqua-train-054165,0.6443115472793579,True,True,,True,True,False,True
aqua,aqua-validation-000248,aqua-train-034498,0.999468207359314,True,True,False,True,True,False,True
aqua,aqua-validation-000249,aqua-train-052737,0.9657809734344482,True,True,True,False,True,False,True
aqua,aqua-validation-000250,aqua-train-029438,0.7022042274475098,True,True,True,False,True,True,True
aqua,aqua-validation-000251,aqua-train-022492,0.7113128304481506,True,,True,True,True,True,True
aqua,aqua-validation-000252,aqua-train-020414,0.9063867926597595,True,True,False,True,True,True,True
aqua,aqua-validation-000253,aqua-train-062205,0.97843337059021,True,True,True,False,True,True,True
arc,arc-validation-000000,arc-train-000196,0.4667232632637024,False,True,True,False,True,False,True
arc,arc-validation-000001,arc-train-000594,0.4974501430988312,True,True,True,True,True,True,True
arc,arc-validation-000002,arc-train-000779,0.5783183574676514,True,True,False,True,True,True,True
arc,arc-validation-000003,arc-train-000999,0.69856196641922,True,True,True,True,True,True,True
arc,arc-validation-000004,arc-train-000289,0.4699634909629822,True,True,True,True,True,True,True
arc,arc-validation-000005,arc-train-000236,0.6610718965530396,True,True,True,True,True,True,True
arc,arc-validation-000006,arc-train-000781,0.5164464712142944,False,True,True,True,True,True,True
arc,arc-validation-000007,arc-train-000450,0.6296462416648865,True,True,True,True,True,True,True
arc,arc-validation-000008,arc-train-000786,0.5061375498771667,True,True,True,True,True,True,True
arc,arc-validation-000009,arc-train-000520,0.6167870759963989,True,True,True,True,True,True,True
arc,arc-validation-000010,arc-train-000160,0.5909023880958557,True,True,False,True,True,True,True
arc,arc-validation-000011,arc-train-000424,0.424588143825531,True,True,True,True,True,True,True
arc,arc-validation-000012,arc-train-000910,0.576260507106781,True,True,True,True,True,False,True
arc,arc-validation-000013,arc-train-000090,0.7273442149162292,True,True,True,True,True,True,True
arc,arc-validation-000014,arc-train-000451,0.7239425182342529,True,True,True,True,True,True,True
arc,arc-validation-000015,arc-train-000910,0.591143012046814,True,True,True,True,True,True,True
arc,arc-validation-000016,arc-train-000644,0.6275956034660339,True,True,False,False,True,True,True
arc,arc-validation-000017,arc-train-000188,0.5084207653999329,True,True,False,False,True,False,True
arc,arc-validation-000018,arc-train-000723,0.5692276954650879,True,True,False,True,True,False,True
arc,arc-validation-000019,arc-train-000896,0.6230701804161072,False,True,False,True,True,True,True
arc,arc-validation-000020,arc-train-000782,0.6699180603027344,True,True,False,True,True,True,True
arc,arc-validation-000021,arc-train-000649,0.6390224099159241,False,False,True,True,True,True,True
arc,arc-validation-000022,arc-train-000823,0.42730265855789185,True,True,False,False,True,False,True
arc,arc-validation-000023,arc-train-000056,0.5563705563545227,True,True,True,True,True,True,True
arc,arc-validation-000024,arc-train-000167,0.5528563857078552,True,True,True,True,True,True,True
arc,arc-validation-000025,arc-train-000697,0.5888290405273438,True,True,True,True,True,True,True
arc,arc-validation-000026,arc-train-000992,0.44414082169532776,True,True,True,False,True,True,True
arc,arc-validation-000027,arc-train-000073,0.37968119978904724,True,True,True,True,True,True,True
arc,arc-validation-000028,arc-train-000185,0.85136479139328,True,True,True,True,True,True,True
arc,arc-validation-000029,arc-train-000819,0.6966165900230408,True,True,True,True,True,True,True
arc,arc-validation-000030,arc-train-000490,0.6628135442733765,True,True,True,True,True,False,True
arc,arc-validation-000031,arc-train-000857,0.8420393466949463,True,True,True,True,True,True,True
arc,arc-validation-000032,arc-train-000504,0.5346477031707764,True,True,True,True,True,True,True
arc,arc-validation-000033,arc-train-000132,0.4814944863319397,True,True,True,True,True,True,True
arc,arc-validation-000034,arc-train-000298,0.5969956517219543,True,True,True,True,True,True,True
arc,arc-validation-000035,arc-train-000876,0.6074169278144836,True,True,True,True,True,True,True
arc,arc-validation-000036,arc-train-000311,0.6433050632476807,True,True,True,True,True,True,True
arc,arc-validation-000037,arc-train-000431,0.6197722554206848,True,True,True,True,True,False,True
arc,arc-validation-000038,arc-train-000979,0.511523962020874,True,True,True,True,True,True,True
arc,arc-validation-000039,arc-train-000581,0.4623703062534332,True,True,True,False,True,True,True
arc,arc-validation-000040,arc-train-000645,0.48113906383514404,True,True,True,True,True,True,True
arc,arc-validation-000041,arc-train-000596,0.5741925239562988,True,True,True,True,True,True,True
arc,arc-validation-000042,arc-train-000627,0.6634212136268616,True,True,True,True,True,True,True
arc,arc-validation-000043,arc-train-000020,0.47959378361701965,True,True,True,True,True,True,True
arc,arc-validation-000044,arc-train-000520,0.6339535117149353,True,True,True,True,True,True,True
arc,arc-validation-000045,arc-train-000717,0.7238168120384216,True,True,True,True,True,True,True
arc,arc-validation-000046,arc-train-000296,0.6840201616287231,True,True,True,True,True,True,True
arc,arc-validation-000047,arc-train-000550,0.5650752782821655,True,True,True,True,True,True,True
arc,arc-validation-000048,arc-train-000366,0.6097679734230042,True,True,True,True,True,True,True
arc,arc-validation-000049,arc-train-000611,0.6020391583442688,True,True,True,True,True,True,True
arc,arc-validation-000050,arc-train-000548,0.6420994400978088,True,True,True,True,True,True,True
arc,arc-validation-000051,arc-train-000624,0.5254980325698853,True,True,True,True,True,True,True
arc,arc-validation-000052,arc-train-000675,0.5024492144584656,True,True,False,True,True,False,True
arc,arc-validation-000053,arc-train-000801,0.6985921263694763,False,True,True,True,True,True,True
arc,arc-validation-000054,arc-train-000661,0.6146494150161743,True,True,True,True,True,True,True
arc,arc-validation-000055,arc-train-000270,0.662534773349762,True,True,True,True,True,True,True
